Index,Data,T1,T2,T3
767,graficon41nodi/grafo6857.41,0.095,0.093,0.093
768,graficon41nodi/grafo6876.41,0.068,0.07,0.068
769,graficon41nodi/grafo6879.41,0.075,0.073,0.074
770,graficon41nodi/grafo6910.41,0.559,0.531,0.538
771,graficon41nodi/grafo6934.41,0.146,0.141,0.14
772,graficon41nodi/grafo6951.41,0.168,0.168,0.166
773,graficon41nodi/grafo6973.41,0.383,0.388,0.405
774,graficon41nodi/grafo6985.41,0.046,0.046,0.046
775,graficon41nodi/grafo7007.41,0.492,0.511,0.492
776,graficon41nodi/grafo7032.41,0.14,0.137,0.135
777,graficon41nodi/grafo7033.41,0.13,0.132,0.152
778,graficon41nodi/grafo7044.41,0.224,0.224,0.224
779,graficon41nodi/grafo7056.41,0.104,0.102,0.102
780,graficon41nodi/grafo7074.41,0.06,0.059,0.059
781,graficon41nodi/grafo7079.41,0.768,0.778,0.787
782,graficon41nodi/grafo7080.41,0.479,0.476,0.476
783,graficon41nodi/grafo7098.41,0.884,0.897,0.946
784,graficon41nodi/grafo7104.41,0.18,0.182,0.182
785,graficon41nodi/grafo7124.41,0.167,0.169,0.167
786,graficon41nodi/grafo7129.41,0.238,0.236,0.235
787,graficon41nodi/grafo7137.41,0.614,0.599,0.609
788,graficon41nodi/grafo7140.41,0.306,0.305,0.306
789,graficon41nodi/grafo7150.41,0.122,0.12,0.141
790,graficon41nodi/grafo7191.41,0.115,0.113,0.111
791,graficon41nodi/grafo7204.41,0.366,0.353,0.363
792,graficon41nodi/grafo7224.41,0.076,0.076,0.075
793,graficon41nodi/grafo7228.41,2.499,2.506,2.456
794,graficon41nodi/grafo7244.41,0.183,0.185,0.205
795,graficon41nodi/grafo7248.41,0.257,0.258,0.261
796,graficon41nodi/grafo7271.41,0.139,0.138,0.135
797,graficon41nodi/grafo7275.41,0.527,0.524,0.55
798,graficon41nodi/grafo7298.41,0.163,0.163,0.161
799,graficon41nodi/grafo7299.41,0.869,0.843,0.865
800,graficon41nodi/grafo7300.41,0.253,0.246,0.249
801,graficon41nodi/grafo7302.41,0.285,0.286,0.286
802,graficon41nodi/grafo7309.41,0.976,0.955,0.948
803,graficon41nodi/grafo7311.41,0.089,0.088,0.09
804,graficon41nodi/grafo7326.41,0.091,0.091,0.09
805,graficon41nodi/grafo7331.41,0.042,0.041,0.042
806,graficon41nodi/grafo7338.41,0.171,0.189,0.168
807,graficon41nodi/grafo7372.41,0.367,0.366,0.365
808,graficon41nodi/grafo7373.41,1.365,1.419,1.361
809,graficon41nodi/grafo7406.41,0.059,0.059,0.059
810,graficon41nodi/grafo7420.41,0.228,0.23,0.23
811,graficon41nodi/grafo7455.41,1.016,1.049,1.006
812,graficon41nodi/grafo7469.41,0.608,0.607,0.615
813,graficon41nodi/grafo7481.41,0.437,0.414,0.42
814,graficon41nodi/grafo7482.41,0.082,0.084,0.082
815,graficon41nodi/grafo7495.41,0.072,0.071,0.071
816,graficon41nodi/grafo7498.41,0.148,0.147,0.148
817,graficon41nodi/grafo7506.41,0.129,0.106,0.108
818,graficon41nodi/grafo7527.41,0.334,0.332,0.332
819,graficon41nodi/grafo7537.41,0.252,0.249,0.249
820,graficon41nodi/grafo7571.41,0.324,0.345,0.323
821,graficon41nodi/grafo7575.41,0.315,0.313,0.315
822,graficon41nodi/grafo7577.41,0.119,0.118,0.117
823,graficon41nodi/grafo7624.41,0.313,0.424,0.294
824,graficon41nodi/grafo7635.41,0.424,0.421,0.435
825,graficon41nodi/grafo7638.41,0.182,0.182,0.178
826,graficon41nodi/grafo7657.41,0.534,0.552,0.534
827,graficon41nodi/grafo7679.41,0.135,0.134,0.137
828,graficon41nodi/grafo7686.41,0.243,0.241,0.246
829,graficon41nodi/grafo7725.41,0.245,0.244,0.264
830,graficon41nodi/grafo7749.41,0.073,0.072,0.074
831,graficon41nodi/grafo9885.41,0.151,0.151,0.151
832,graficon41nodi/grafo9944.41,0.087,0.087,0.088
833,graficon41nodi/grafo9946.41,0.13,0.13,0.131
834,graficon41nodi/grafo9972.41,0.384,0.405,0.387
835,graficon41nodi/grafo9978.41,0.198,0.194,0.195
836,graficon41nodi/grafo10041.41,0.217,0.215,0.214
837,graficon41nodi/grafo10067.41,0.028,0.027,0.028
838,graficon41nodi/grafo10079.41,0.498,0.51,0.496
839,graficon41nodi/grafo10276.41,0.188,0.183,0.183
840,graficon41nodi/grafo10341.41,0.062,0.063,0.062
841,graficon41nodi/grafo10563.41,0.083,0.081,0.08
842,graficon41nodi/grafo10755.41,0.486,0.481,0.499
843,graficon41nodi/grafo10845.41,0.17,0.17,0.173
844,graficon41nodi/grafo11172.41,0.115,0.114,0.115
845,graficon41nodi/grafo11173.41,0.155,0.156,0.157
846,graficon41nodi/grafo11212.41,0.222,0.22,0.22
847,graficon41nodi/grafo11242.41,0.22,0.197,0.198
848,graficon41nodi/grafo11262.41,0.19,0.186,0.186
849,graficon41nodi/grafo11263.41,0.371,0.374,0.374
850,graficon41nodi/grafo11474.41,0.101,0.08,0.079
851,graficon41nodi/grafo11618.41,0.094,0.095,0.093
852,graficon41nodi/grafo11670.41,0.268,0.274,0.267
853,graficon51nodi/grafo1073.51,0.414,0.417,0.415
854,graficon51nodi/grafo1210.51,0.096,0.075,0.075
855,graficon51nodi/grafo1260.51,0.494,0.49,0.497
856,graficon51nodi/grafo1305.51,0.213,0.234,0.216
857,graficon51nodi/grafo1383.51,1.279,1.276,1.278
858,graficon51nodi/grafo1404.51,0.578,0.558,0.564
859,graficon51nodi/grafo1427.51,0.097,0.098,0.097
860,graficon51nodi/grafo1470.51,0.619,0.624,0.615
861,graficon51nodi/grafo1486.51,0.172,0.166,0.167
862,graficon51nodi/grafo1504.51,0.756,0.794,0.768
863,graficon51nodi/grafo1520.51,0.848,0.846,0.843
864,graficon51nodi/grafo1532.51,0.175,0.173,0.173
865,graficon51nodi/grafo1621.51,0.306,0.285,0.288
866,graficon51nodi/grafo1906.51,0.134,0.132,0.132
867,graficon51nodi/grafo3169.51,0.626,0.625,0.665
868,graficon51nodi/grafo3172.51,1.497,1.465,1.488
869,graficon51nodi/grafo3333.51,0.509,0.505,0.541
870,graficon51nodi/grafo3362.51,0.246,0.243,0.241
871,graficon51nodi/grafo3443.51,1.479,1.447,1.498
872,graficon51nodi/grafo3484.51,1.11,1.1,1.135
873,graficon51nodi/grafo3492.51,1.449,1.445,1.4
874,graficon51nodi/grafo3507.51,1.112,1.101,1.089
875,graficon51nodi/grafo3616.51,0.812,0.786,0.783
876,graficon51nodi/grafo3677.51,1.036,1.01,1.012
877,graficon51nodi/grafo3717.51,1.059,1.081,1.059
878,graficon51nodi/grafo3726.51,1.084,1.088,1.126
879,graficon51nodi/grafo3790.51,1.04,1.058,1.05
880,graficon51nodi/grafo3826.51,0.194,0.218,0.196
881,graficon51nodi/grafo3943.51,1.274,1.278,1.293
882,graficon51nodi/grafo3958.51,0.371,0.413,0.369
883,graficon51nodi/grafo4109.51,10.832,11.341,11.143
884,graficon51nodi/grafo4154.51,0.297,0.291,0.287
885,graficon51nodi/grafo4160.51,0.31,0.304,0.328
886,graficon51nodi/grafo4164.51,0.236,0.245,0.233
887,graficon51nodi/grafo4242.51,0.193,0.193,0.192
888,graficon51nodi/grafo4328.51,0.223,0.203,0.199
889,graficon51nodi/grafo4369.51,0.536,0.523,0.542
890,graficon51nodi/grafo4451.51,0.51,0.504,0.516
891,graficon51nodi/grafo4567.51,0.19,0.19,0.196
892,graficon51nodi/grafo4577.51,1.006,1.02,1.026
893,graficon51nodi/grafo4600.51,0.135,0.135,0.138
894,graficon51nodi/grafo4602.51,0.139,0.141,0.137
895,graficon51nodi/grafo4726.51,0.625,0.603,0.604
896,graficon51nodi/grafo4728.51,0.116,0.114,0.113
897,graficon51nodi/grafo4756.51,0.694,0.673,0.678
898,graficon51nodi/grafo4766.51,0.598,0.623,0.597
899,graficon51nodi/grafo4768.51,0.109,0.11,0.109
900,graficon51nodi/grafo4862.51,0.218,0.218,0.215
901,graficon51nodi/grafo4893.51,0.193,0.213,0.193
902,graficon51nodi/grafo4956.51,0.135,0.132,0.136
903,graficon51nodi/grafo5066.51,0.382,0.375,0.396
904,graficon51nodi/grafo5102.51,0.177,0.174,0.174
905,graficon51nodi/grafo5366.51,0.669,0.698,0.701
906,graficon51nodi/grafo5605.51,1.488,1.458,1.466
907,graficon51nodi/grafo6012.51,1.318,1.341,1.36
908,graficon51nodi/grafo6185.51,1.039,1.039,1.039
909,graficon51nodi/grafo6327.51,0.659,0.636,0.634
910,graficon51nodi/grafo6370.51,6.061,6.155,6.075
911,graficon51nodi/grafo6428.51,0.591,0.573,0.597
912,graficon51nodi/grafo6449.51,0.171,0.172,0.17
913,graficon51nodi/grafo6466.51,0.256,0.253,0.254
914,graficon51nodi/grafo6475.51,0.488,0.487,0.51
915,graficon51nodi/grafo6491.51,0.125,0.122,0.122
916,graficon51nodi/grafo6526.51,0.182,0.183,0.183
917,graficon51nodi/grafo6580.51,2.517,2.527,2.529
918,graficon51nodi/grafo6607.51,0.558,0.559,0.547
919,graficon51nodi/grafo6687.51,1.367,1.402,1.342
920,graficon51nodi/grafo6705.51,0.12,0.119,0.117
921,graficon51nodi/grafo6731.51,2.017,2.017,1.991
922,graficon51nodi/grafo6747.51,0.303,0.33,0.308
923,graficon51nodi/grafo6846.51,0.951,0.952,0.986
924,graficon51nodi/grafo6893.51,0.456,0.459,0.45
925,graficon51nodi/grafo6894.51,0.456,0.454,0.453
926,graficon51nodi/grafo7231.51,0.172,0.149,0.151
927,graficon51nodi/grafo7532.51,3.551,3.715,3.851
928,graficon51nodi/grafo7550.51,0.322,0.324,0.33
