Total nodes in [10,20):
Rome-Lib/graficon16nodi/grafo2236.16,28
Rome-Lib/graficon19nodi/grafo2206.19,29
Rome-Lib/graficon16nodi/grafo2349.16,26
Rome-Lib/graficon19nodi/grafo2662.19,25
Rome-Lib/graficon20nodi/grafo244.20,26
Rome-Lib/graficon18nodi/grafo216.18,23
Rome-Lib/graficon17nodi/grafo677.17,22
north/g.16.57.graphml,28
Rome-Lib/graficon27nodi/grafo830.27,28
Rome-Lib/graficon14nodi/grafo628.14,25
Rome-Lib/graficon16nodi/grafo311.16,22
Rome-Lib/graficon18nodi/grafo1653.18,21
Rome-Lib/graficon25nodi/grafo1586.25,29
Rome-Lib/graficon17nodi/grafo2174.17,22
Rome-Lib/graficon15nodi/grafo2609.15,25
north/g.26.20.graphml,29
Rome-Lib/graficon16nodi/grafo2470.16,23
Rome-Lib/graficon24nodi/grafo1457.24,28
Rome-Lib/graficon15nodi/grafo323.15,28
Rome-Lib/graficon13nodi/grafo511.13,25
north/g.18.16.graphml,24
Rome-Lib/graficon15nodi/grafo2216.15,27
north/g.21.29.graphml,24
Rome-Lib/graficon18nodi/grafo1152.18,28
Rome-Lib/graficon13nodi/grafo595.13,21
Rome-Lib/graficon17nodi/grafo301.17,25
Rome-Lib/graficon18nodi/grafo1642.18,21
Rome-Lib/graficon19nodi/grafo1846.19,29
north/g.23.19.graphml,23
Rome-Lib/graficon16nodi/grafo1028.16,23
Rome-Lib/graficon16nodi/grafo1144.16,29
Rome-Lib/graficon16nodi/grafo1015.16,29
Rome-Lib/graficon24nodi/grafo1471.24,27
Rome-Lib/graficon17nodi/grafo1022.17,20
north/g.14.17.graphml,23
north/g.12.99.graphml,26
Rome-Lib/graficon24nodi/grafo3100.24,26
Rome-Lib/graficon15nodi/grafo2626.15,25
Rome-Lib/graficon19nodi/grafo1622.19,21
Rome-Lib/graficon16nodi/grafo529.16,27
Rome-Lib/graficon16nodi/grafo661.16,21
Rome-Lib/graficon17nodi/grafo2336.17,20
Rome-Lib/graficon15nodi/grafo2895.15,20
Rome-Lib/graficon24nodi/grafo1103.24,29
Rome-Lib/graficon15nodi/grafo399.15,23
Rome-Lib/graficon13nodi/grafo1839.13,22
Rome-Lib/graficon15nodi/grafo2232.15,20
Rome-Lib/graficon15nodi/grafo2403.15,25
Rome-Lib/graficon15nodi/grafo803.15,25
north/g.19.32.graphml,28
Rome-Lib/graficon15nodi/grafo288.15,21
Rome-Lib/graficon19nodi/grafo476.19,21
Rome-Lib/graficon19nodi/grafo1724.19,25
Rome-Lib/graficon22nodi/grafo167.22,29
Rome-Lib/graficon13nodi/grafo2121.13,26
Rome-Lib/graficon10nodi/grafo1654.10,20
Rome-Lib/graficon16nodi/grafo934.16,29
Rome-Lib/graficon11nodi/grafo1054.11,23
north/g.22.67.graphml,29
north/g.23.9.graphml,29
Rome-Lib/graficon13nodi/grafo2842.13,20
north/g.18.6.graphml,20
Rome-Lib/graficon11nodi/grafo2136.11,25
Rome-Lib/graficon12nodi/grafo574.12,27
Rome-Lib/graficon15nodi/grafo2580.15,20
Rome-Lib/graficon17nodi/grafo1875.17,28
north/g.22.60.graphml,29
Rome-Lib/graficon20nodi/grafo755.20,28
Rome-Lib/graficon16nodi/grafo2493.16,20
north/g.13.96.graphml,20
Rome-Lib/graficon25nodi/grafo2775.25,25
Rome-Lib/graficon16nodi/grafo2880.16,20
Rome-Lib/graficon17nodi/grafo1633.17,21
Rome-Lib/graficon16nodi/grafo2191.16,22
north/g.23.69.graphml,24
north/g.16.5.graphml,22
north/g.22.8.graphml,22
Rome-Lib/graficon12nodi/grafo498.12,24
north/g.10.31.graphml,25
Rome-Lib/graficon16nodi/grafo400.16,26
Rome-Lib/graficon21nodi/grafo2618.21,29
Rome-Lib/graficon20nodi/grafo2122.20,27
Rome-Lib/graficon19nodi/grafo952.19,25
Rome-Lib/graficon14nodi/grafo2292.14,23
Rome-Lib/graficon12nodi/grafo457.12,23
north/g.23.39.graphml,26
Rome-Lib/graficon15nodi/grafo496.15,28
Rome-Lib/graficon18nodi/grafo1903.18,27
Rome-Lib/graficon15nodi/grafo382.15,20
Rome-Lib/graficon13nodi/grafo2526.13,22
Rome-Lib/graficon16nodi/grafo2736.16,28
Rome-Lib/graficon13nodi/grafo2659.13,25
Rome-Lib/graficon22nodi/grafo2263.22,26
Rome-Lib/graficon22nodi/grafo826.22,28
north/g.24.18.graphml,26
Rome-Lib/graficon18nodi/grafo416.18,22
Rome-Lib/graficon11nodi/grafo1735.11,20
Rome-Lib/graficon13nodi/grafo2599.13,22
Rome-Lib/graficon14nodi/grafo489.14,22
Rome-Lib/graficon15nodi/grafo2157.15,20
north/g.20.43.graphml,20
north/g.22.15.graphml,22
Rome-Lib/graficon21nodi/grafo294.21,22
Rome-Lib/graficon13nodi/grafo2518.13,20
north/g.22.51.graphml,22
north/g.18.7.graphml,20
north/g.14.43.graphml,20
Rome-Lib/graficon17nodi/grafo1851.17,24
Rome-Lib/graficon22nodi/grafo683.22,28
Rome-Lib/graficon23nodi/grafo2404.23,29
Rome-Lib/graficon15nodi/grafo518.15,21
Rome-Lib/graficon20nodi/grafo215.20,24
Rome-Lib/graficon18nodi/grafo1864.18,22
Rome-Lib/graficon13nodi/grafo979.13,24
north/g.17.6.graphml,23
Rome-Lib/graficon17nodi/grafo264.17,23
Rome-Lib/graficon27nodi/grafo1224.27,29
north/g.23.112.graphml,23
north/g.18.0.graphml,22
Rome-Lib/graficon13nodi/grafo2872.13,22
Rome-Lib/graficon17nodi/grafo1809.17,25
Rome-Lib/graficon11nodi/grafo200.11,22
Rome-Lib/graficon16nodi/grafo2799.16,26
Rome-Lib/graficon20nodi/grafo940.20,23
Rome-Lib/graficon14nodi/grafo662.14,20
Rome-Lib/graficon19nodi/grafo362.19,24
north/g.25.48.graphml,29
Rome-Lib/graficon14nodi/grafo310.14,25
Rome-Lib/graficon17nodi/grafo464.17,25
north/g.18.26.graphml,21
Rome-Lib/graficon19nodi/grafo963.19,20
Rome-Lib/graficon13nodi/grafo1688.13,21
Rome-Lib/graficon19nodi/grafo2308.19,28
Rome-Lib/graficon22nodi/grafo2660.22,27
north/g.19.20.graphml,22
Rome-Lib/graficon19nodi/grafo1625.19,25
Rome-Lib/graficon13nodi/grafo2298.13,21
Rome-Lib/graficon17nodi/grafo2924.17,28
Rome-Lib/graficon15nodi/grafo2903.15,20
Rome-Lib/graficon21nodi/grafo132.21,29
Rome-Lib/graficon14nodi/grafo2898.14,22
Rome-Lib/graficon14nodi/grafo226.14,29
north/g.25.52.graphml,28
Rome-Lib/graficon20nodi/grafo2554.20,25
Rome-Lib/graficon21nodi/grafo2516.21,24
Rome-Lib/graficon13nodi/grafo964.13,23
Rome-Lib/graficon16nodi/grafo2784.16,21
Rome-Lib/graficon26nodi/grafo603.26,28
Rome-Lib/graficon20nodi/grafo904.20,23
Rome-Lib/graficon16nodi/grafo2856.16,20
north/g.22.26.graphml,26
Rome-Lib/graficon15nodi/grafo2468.15,23
north/g.13.99.graphml,21
Rome-Lib/graficon23nodi/grafo1485.23,23
Rome-Lib/graficon13nodi/grafo887.13,21
north/g.14.38.graphml,26
north/g.18.28.graphml,25
Rome-Lib/graficon18nodi/grafo2976.18,24
Rome-Lib/graficon16nodi/grafo1756.16,24
Rome-Lib/graficon17nodi/grafo375.17,26
Rome-Lib/graficon18nodi/grafo1145.18,29
Total nodes in [30,40):
Rome-Lib/graficon25nodi/grafo1341.25,30
Rome-Lib/graficon19nodi/grafo346.19,35
Rome-Lib/graficon33nodi/grafo11264.33,39
Rome-Lib/graficon19nodi/grafo1011.19,36
Rome-Lib/graficon30nodi/grafo1958.30,39
north/g.25.12.graphml,35
Rome-Lib/graficon27nodi/grafo3007.27,34
north/g.12.112.graphml,32
Rome-Lib/graficon28nodi/grafo1280.28,33
Rome-Lib/graficon33nodi/grafo10138.33,39
Rome-Lib/graficon16nodi/grafo1907.16,30
Rome-Lib/graficon15nodi/grafo2591.15,31
Rome-Lib/graficon25nodi/grafo2077.25,31
Rome-Lib/graficon17nodi/grafo2421.17,32
Rome-Lib/graficon18nodi/grafo2604.18,36
Rome-Lib/graficon13nodi/grafo192.13,31
north/g.20.42.graphml,32
Rome-Lib/graficon15nodi/grafo2448.15,38
Rome-Lib/graficon24nodi/grafo3092.24,36
Rome-Lib/graficon15nodi/grafo1772.15,39
Rome-Lib/graficon23nodi/grafo858.23,33
north/g.30.20.graphml,38
Rome-Lib/graficon29nodi/grafo1198.29,31
Rome-Lib/graficon18nodi/grafo2765.18,30
Rome-Lib/graficon18nodi/grafo2907.18,32
Rome-Lib/graficon24nodi/grafo139.24,38
north/g.23.16.graphml,33
Rome-Lib/graficon29nodi/grafo1102.29,37
Rome-Lib/graficon16nodi/grafo929.16,33
Rome-Lib/graficon24nodi/grafo2134.24,38
Rome-Lib/graficon26nodi/grafo1288.26,32
Rome-Lib/graficon22nodi/grafo2603.22,34
Rome-Lib/graficon21nodi/grafo1910.21,35
Rome-Lib/graficon13nodi/grafo573.13,36
north/g.25.40.graphml,37
Rome-Lib/graficon20nodi/grafo2268.20,32
Rome-Lib/graficon23nodi/grafo2315.23,35
Rome-Lib/graficon17nodi/grafo945.17,36
north/g.25.28.graphml,37
Rome-Lib/graficon28nodi/grafo1813.28,35
Rome-Lib/graficon22nodi/grafo2819.22,33
north/g.23.17.graphml,39
Rome-Lib/graficon17nodi/grafo1656.17,33
north/g.25.37.graphml,32
Rome-Lib/graficon19nodi/grafo2113.19,39
Rome-Lib/graficon27nodi/grafo2721.27,37
Rome-Lib/graficon25nodi/grafo2051.25,33
Rome-Lib/graficon32nodi/grafo11636.32,33
Rome-Lib/graficon20nodi/grafo2545.20,38
Rome-Lib/graficon24nodi/grafo2330.24,30
Rome-Lib/graficon28nodi/grafo1289.28,38
Rome-Lib/graficon32nodi/grafo11360.32,39
Rome-Lib/graficon31nodi/grafo5484.31,38
north/g.25.26.graphml,37
Rome-Lib/graficon17nodi/grafo517.17,33
Rome-Lib/graficon25nodi/grafo2988.25,34
Rome-Lib/graficon20nodi/grafo251.20,36
north/g.20.30.graphml,34
Rome-Lib/graficon28nodi/grafo1359.28,31
Rome-Lib/graficon22nodi/grafo1850.22,38
north/g.25.22.graphml,32
Rome-Lib/graficon25nodi/grafo1040.25,34
Rome-Lib/graficon26nodi/grafo2123.26,35
north/g.20.39.graphml,34
north/g.12.63.graphml,31
north/g.26.11.graphml,31
Rome-Lib/graficon24nodi/grafo1530.24,39
north/g.21.6.graphml,37
Rome-Lib/graficon28nodi/grafo1249.28,38
Rome-Lib/graficon15nodi/grafo985.15,37
north/g.25.16.graphml,33
Rome-Lib/graficon23nodi/grafo835.23,31
north/g.10.90.graphml,31
Rome-Lib/graficon19nodi/grafo1823.19,37
north/g.32.8.graphml,32
Rome-Lib/graficon19nodi/grafo2171.19,35
north/g.13.87.graphml,31
Rome-Lib/graficon21nodi/grafo381.21,31
Rome-Lib/graficon20nodi/grafo2246.20,39
Rome-Lib/graficon17nodi/grafo420.17,37
Rome-Lib/graficon22nodi/grafo2456.22,33
Rome-Lib/graficon17nodi/grafo446.17,30
Rome-Lib/graficon16nodi/grafo2413.16,30
Rome-Lib/graficon19nodi/grafo2153.19,32
north/g.27.1.graphml,35
Rome-Lib/graficon21nodi/grafo1638.21,34
Rome-Lib/graficon18nodi/grafo1626.18,32
Rome-Lib/graficon26nodi/grafo753.26,36
Rome-Lib/graficon19nodi/grafo1834.19,32
Rome-Lib/graficon19nodi/grafo1105.19,37
Rome-Lib/graficon27nodi/grafo1373.27,38
Rome-Lib/graficon18nodi/grafo2715.18,32
Rome-Lib/graficon20nodi/grafo1761.20,31
north/g.26.22.graphml,38
north/g.16.31.graphml,34
Rome-Lib/graficon26nodi/grafo1248.26,31
Rome-Lib/graficon25nodi/grafo2937.25,36
Rome-Lib/graficon19nodi/grafo924.19,32
Rome-Lib/graficon29nodi/grafo1315.29,39
Rome-Lib/graficon15nodi/grafo1013.15,31
Rome-Lib/graficon11nodi/grafo690.11,37
Rome-Lib/graficon20nodi/grafo3049.20,33
north/g.28.24.graphml,35
Rome-Lib/graficon32nodi/grafo11607.32,39
Rome-Lib/graficon17nodi/grafo597.17,36
Rome-Lib/graficon19nodi/grafo1660.19,34
Rome-Lib/graficon21nodi/grafo2664.21,38
Rome-Lib/graficon19nodi/grafo976.19,34
Rome-Lib/graficon26nodi/grafo1996.26,39
Rome-Lib/graficon21nodi/grafo2208.21,32
Rome-Lib/graficon25nodi/grafo1988.25,30
Rome-Lib/graficon20nodi/grafo298.20,39
Rome-Lib/graficon27nodi/grafo987.27,34
north/g.23.48.graphml,30
Rome-Lib/graficon36nodi/grafo2402.36,39
Rome-Lib/graficon26nodi/grafo1825.26,39
Rome-Lib/graficon32nodi/grafo11397.32,37
Rome-Lib/graficon25nodi/grafo2616.25,35
north/g.15.48.graphml,38
Rome-Lib/graficon32nodi/grafo11456.32,35
Rome-Lib/graficon19nodi/grafo2079.19,31
north/g.32.6.graphml,32
Rome-Lib/graficon24nodi/grafo2588.24,35
Rome-Lib/graficon22nodi/grafo1118.22,33
Rome-Lib/graficon23nodi/grafo2014.23,30
Rome-Lib/graficon18nodi/grafo2753.18,38
Rome-Lib/graficon24nodi/grafo1343.24,34
Rome-Lib/graficon12nodi/grafo2426.12,38
Rome-Lib/graficon25nodi/grafo654.25,33
Rome-Lib/graficon15nodi/grafo1782.15,32
Rome-Lib/graficon20nodi/grafo2718.20,34
Rome-Lib/graficon21nodi/grafo943.21,35
Rome-Lib/graficon20nodi/grafo2284.20,37
Rome-Lib/graficon20nodi/grafo873.20,31
Rome-Lib/graficon20nodi/grafo1733.20,30
Rome-Lib/graficon25nodi/grafo2175.25,34
Rome-Lib/graficon28nodi/grafo744.28,38
north/g.24.6.graphml,30
Rome-Lib/graficon35nodi/grafo5399.35,38
north/g.27.15.graphml,35
north/g.21.15.graphml,38
Rome-Lib/graficon28nodi/grafo2544.28,39
Rome-Lib/graficon13nodi/grafo968.13,35
Rome-Lib/graficon28nodi/grafo1580.28,35
north/g.25.5.graphml,30
north/g.26.23.graphml,39
Rome-Lib/graficon19nodi/grafo356.19,30
Rome-Lib/graficon25nodi/grafo1225.25,36
Rome-Lib/graficon17nodi/grafo2987.17,35
north/g.13.31.graphml,32
Rome-Lib/graficon29nodi/grafo2085.29,33
Rome-Lib/graficon23nodi/grafo655.23,31
Rome-Lib/graficon19nodi/grafo2390.19,32
Rome-Lib/graficon28nodi/grafo2210.28,33
Rome-Lib/graficon22nodi/grafo605.22,39
Rome-Lib/graficon23nodi/grafo1266.23,30
Rome-Lib/graficon21nodi/grafo152.21,36
Rome-Lib/graficon26nodi/grafo1799.26,32
Rome-Lib/graficon16nodi/grafo1635.16,34
Rome-Lib/graficon22nodi/grafo2133.22,35
Rome-Lib/graficon21nodi/grafo1104.21,32
Rome-Lib/graficon18nodi/grafo2247.18,36
Rome-Lib/graficon14nodi/grafo687.14,33
north/g.17.34.graphml,38
north/g.14.33.graphml,30
Rome-Lib/graficon18nodi/grafo2658.18,30
Rome-Lib/graficon25nodi/grafo2704.25,31
Rome-Lib/graficon24nodi/grafo918.24,32
Rome-Lib/graficon21nodi/grafo712.21,33
Rome-Lib/graficon26nodi/grafo1923.26,35
Rome-Lib/graficon27nodi/grafo1355.27,36
Rome-Lib/graficon26nodi/grafo1377.26,33
north/g.25.13.graphml,33
Rome-Lib/graficon26nodi/grafo1655.26,34
Rome-Lib/graficon25nodi/grafo1995.25,39
Rome-Lib/graficon32nodi/grafo10052.32,34
north/g.28.21.graphml,33
Rome-Lib/graficon33nodi/grafo11483.33,39
Rome-Lib/graficon23nodi/grafo131.23,36
north/g.23.121.graphml,32
Rome-Lib/graficon14nodi/grafo649.14,32
Rome-Lib/graficon23nodi/grafo2028.23,32
Rome-Lib/graficon27nodi/grafo1170.27,35
Rome-Lib/graficon17nodi/grafo3065.17,35
Rome-Lib/graficon16nodi/grafo1173.16,32
north/g.26.4.graphml,30
Rome-Lib/graficon27nodi/grafo1304.27,33
Rome-Lib/graficon26nodi/grafo2766.26,38
Rome-Lib/graficon17nodi/grafo2360.17,30
Rome-Lib/graficon19nodi/grafo1797.19,36
Rome-Lib/graficon25nodi/grafo1968.25,39
Rome-Lib/graficon25nodi/grafo1309.25,36
Rome-Lib/graficon24nodi/grafo1862.24,32
Rome-Lib/graficon19nodi/grafo228.19,30
north/g.12.40.graphml,32
Rome-Lib/graficon16nodi/grafo2334.16,32
Rome-Lib/graficon14nodi/grafo1994.14,34
Rome-Lib/graficon24nodi/grafo1954.24,30
Rome-Lib/graficon19nodi/grafo2425.19,30
Rome-Lib/graficon33nodi/grafo11023.33,36
Total nodes in [40,50):
north/g.23.1.graphml,41
Rome-Lib/graficon37nodi/grafo5517.37,47
Rome-Lib/graficon26nodi/grafo2981.26,45
Rome-Lib/graficon30nodi/grafo1252.30,43
Rome-Lib/graficon34nodi/grafo5855.34,41
Rome-Lib/graficon30nodi/grafo341.30,49
Rome-Lib/graficon31nodi/grafo10025.31,43
Rome-Lib/graficon27nodi/grafo2840.27,45
