Total nodes in [10,20):
Rome-Lib/graficon67nodi/grafo9610.67,157
Rome-Lib/graficon63nodi/grafo4681.63,158
Rome-Lib/graficon40nodi/grafo5972.40,158
Rome-Lib/graficon61nodi/grafo3342.61,156
Rome-Lib/graficon85nodi/grafo8690.85,155
Rome-Lib/graficon58nodi/grafo4361.58,158
Rome-Lib/graficon59nodi/grafo4995.59,158
Rome-Lib/graficon46nodi/grafo6135.46,151
Rome-Lib/graficon45nodi/grafo5161.45,155
Rome-Lib/graficon54nodi/grafo4217.54,158
Rome-Lib/graficon70nodi/grafo9566.70,156
Rome-Lib/graficon80nodi/grafo4765.80,153
Rome-Lib/graficon69nodi/grafo6527.69,159
Rome-Lib/graficon48nodi/grafo3373.48,152
Rome-Lib/graficon60nodi/grafo1619.60,159
Rome-Lib/graficon51nodi/grafo3443.51,157
Rome-Lib/graficon61nodi/grafo8536.61,158
Rome-Lib/graficon77nodi/grafo8561.77,154
Rome-Lib/graficon75nodi/grafo8633.75,159
Rome-Lib/graficon45nodi/grafo5198.45,152
Rome-Lib/graficon81nodi/grafo8314.81,158
Rome-Lib/graficon75nodi/grafo5169.75,154
Rome-Lib/graficon53nodi/grafo4947.53,153
Total nodes in [160,170):
Rome-Lib/graficon81nodi/grafo4971.81,160
Rome-Lib/graficon78nodi/grafo5412.78,167
Rome-Lib/graficon51nodi/grafo3790.51,169
Rome-Lib/graficon64nodi/grafo9437.64,161
Rome-Lib/graficon72nodi/grafo9435.72,164
Rome-Lib/graficon59nodi/grafo7070.59,168
Rome-Lib/graficon79nodi/grafo9381.79,161
Rome-Lib/graficon54nodi/grafo4309.54,166
north/g.93.0.graphml,166
Rome-Lib/graficon80nodi/grafo8716.80,165
Rome-Lib/graficon77nodi/grafo8064.77,166
Rome-Lib/graficon76nodi/grafo7058.76,165
Rome-Lib/graficon72nodi/grafo5108.72,163
Rome-Lib/graficon73nodi/grafo8069.73,165
Rome-Lib/graficon87nodi/grafo8487.87,166
Rome-Lib/graficon78nodi/grafo5684.78,167
Rome-Lib/graficon40nodi/grafo7680.40,166
Rome-Lib/graficon75nodi/grafo8459.75,161
Rome-Lib/graficon70nodi/grafo9474.70,165
Rome-Lib/graficon75nodi/grafo9147.75,160
Rome-Lib/graficon63nodi/grafo9616.63,163
Rome-Lib/graficon81nodi/grafo9731.81,165
Rome-Lib/graficon65nodi/grafo4550.65,168
Rome-Lib/graficon57nodi/grafo3477.57,167
Rome-Lib/graficon78nodi/grafo8411.78,160
Rome-Lib/graficon80nodi/grafo9664.80,167
Rome-Lib/graficon66nodi/grafo9320.66,161
Rome-Lib/graficon61nodi/grafo5689.61,163
Rome-Lib/graficon73nodi/grafo5826.73,163
Rome-Lib/graficon69nodi/grafo9763.69,162
Rome-Lib/graficon81nodi/grafo4321.81,167
Rome-Lib/graficon69nodi/grafo9021.69,165
Rome-Lib/graficon83nodi/grafo9489.83,164
Rome-Lib/graficon63nodi/grafo3642.63,169
north/g.44.20.graphml,168
Rome-Lib/graficon69nodi/grafo7177.69,167
Rome-Lib/graficon77nodi/grafo9821.77,161
Rome-Lib/graficon99nodi/grafo11291.99,164
Rome-Lib/graficon76nodi/grafo8233.76,167
Rome-Lib/graficon73nodi/grafo8654.73,169
Rome-Lib/graficon64nodi/grafo9000.64,167
Rome-Lib/graficon72nodi/grafo9084.72,169
Rome-Lib/graficon73nodi/grafo7483.73,161
Rome-Lib/graficon88nodi/grafo8913.88,167
Rome-Lib/graficon91nodi/grafo9346.91,167
Rome-Lib/graficon76nodi/grafo9636.76,164
Rome-Lib/graficon58nodi/grafo4133.58,163
Rome-Lib/graficon83nodi/grafo6806.83,168
Rome-Lib/graficon61nodi/grafo4598.61,161
Rome-Lib/graficon79nodi/grafo7836.79,169
Rome-Lib/graficon67nodi/grafo7816.67,166
Rome-Lib/graficon61nodi/grafo4240.61,164
Rome-Lib/graficon68nodi/grafo4454.68,163
Rome-Lib/graficon69nodi/grafo5962.69,164
Rome-Lib/graficon74nodi/grafo8232.74,163
Rome-Lib/graficon68nodi/grafo1364.68,167
Rome-Lib/graficon80nodi/grafo5347.80,161
Rome-Lib/graficon67nodi/grafo7830.67,163
Rome-Lib/graficon64nodi/grafo4478.64,168
Rome-Lib/graficon96nodi/grafo8481.96,168
Rome-Lib/graficon82nodi/grafo9840.82,163
Rome-Lib/graficon56nodi/grafo4847.56,163
Rome-Lib/graficon77nodi/grafo8143.77,162
north/g.67.1.graphml,169
Rome-Lib/graficon70nodi/grafo9569.70,160
Rome-Lib/graficon77nodi/grafo8249.77,169
Rome-Lib/graficon84nodi/grafo7949.84,160
Rome-Lib/graficon88nodi/grafo3069.88,166
Rome-Lib/graficon89nodi/grafo8670.89,166
Rome-Lib/graficon77nodi/grafo4262.77,168
Rome-Lib/graficon62nodi/grafo8053.62,164
Rome-Lib/graficon60nodi/grafo5758.60,161
Rome-Lib/graficon78nodi/grafo6434.78,166
Rome-Lib/graficon66nodi/grafo9536.66,167
Rome-Lib/graficon64nodi/grafo9504.64,166
Rome-Lib/graficon92nodi/grafo11368.92,169
north/g.36.16.graphml,164
Rome-Lib/graficon91nodi/grafo8787.91,169
Rome-Lib/graficon64nodi/grafo4761.64,163
Rome-Lib/graficon73nodi/grafo4298.73,162
Rome-Lib/graficon80nodi/grafo8089.80,167
Rome-Lib/graficon73nodi/grafo8040.73,167
north/g.73.8.graphml,167
Rome-Lib/graficon79nodi/grafo9323.79,163
Rome-Lib/graficon71nodi/grafo5097.71,167
Rome-Lib/graficon67nodi/grafo1238.67,160
Rome-Lib/graficon68nodi/grafo9073.68,160
Rome-Lib/graficon77nodi/grafo8315.77,167
Rome-Lib/graficon80nodi/grafo7862.80,164
Rome-Lib/graficon78nodi/grafo5063.78,163
Rome-Lib/graficon53nodi/grafo3590.53,164
Rome-Lib/graficon60nodi/grafo8869.60,164
Rome-Lib/graficon67nodi/grafo1508.67,169
north/g.86.2.graphml,167
Rome-Lib/graficon59nodi/grafo6522.59,168
north/g.87.0.graphml,168
Rome-Lib/graficon91nodi/grafo8668.91,167
Rome-Lib/graficon79nodi/grafo4845.79,169
Rome-Lib/graficon71nodi/grafo1497.71,163
Rome-Lib/graficon61nodi/grafo8059.61,161
Rome-Lib/graficon61nodi/grafo5743.61,164
Rome-Lib/graficon73nodi/grafo9193.73,169
Rome-Lib/graficon61nodi/grafo5281.61,162
Rome-Lib/graficon82nodi/grafo6226.82,168
Rome-Lib/graficon81nodi/grafo4997.81,162
Rome-Lib/graficon51nodi/grafo6327.51,168
Rome-Lib/graficon66nodi/grafo4973.66,167
Rome-Lib/graficon67nodi/grafo9567.67,168
Rome-Lib/graficon66nodi/grafo7427.66,164
Rome-Lib/graficon68nodi/grafo8217.68,162
Rome-Lib/graficon79nodi/grafo4961.79,169
Rome-Lib/graficon57nodi/grafo3180.57,168
Rome-Lib/graficon59nodi/grafo6151.59,160
Rome-Lib/graficon65nodi/grafo4994.65,163
Rome-Lib/graficon70nodi/grafo9506.70,160
Rome-Lib/graficon59nodi/grafo4939.59,163
Rome-Lib/graficon44nodi/grafo5992.44,163
Rome-Lib/graficon78nodi/grafo4926.78,166
Rome-Lib/graficon76nodi/grafo9718.76,167
Rome-Lib/graficon59nodi/grafo4113.59,166
Rome-Lib/graficon78nodi/grafo7947.78,165
Rome-Lib/graficon66nodi/grafo9501.66,163
Rome-Lib/graficon78nodi/grafo5647.78,161
Rome-Lib/graficon84nodi/grafo8596.84,167
north/g.24.43.graphml,165
Rome-Lib/graficon81nodi/grafo7782.81,166
Rome-Lib/graficon78nodi/grafo7765.78,169
Rome-Lib/graficon100nodi/grafo11502.100,162
Rome-Lib/graficon67nodi/grafo9086.67,166
Rome-Lib/graficon56nodi/grafo4831.56,165
Rome-Lib/graficon71nodi/grafo8587.71,169
Rome-Lib/graficon83nodi/grafo4986.83,163
Rome-Lib/graficon73nodi/grafo8621.73,160
Rome-Lib/graficon73nodi/grafo1529.73,168
Rome-Lib/graficon76nodi/grafo8168.76,167
Rome-Lib/graficon72nodi/grafo8043.72,162
Rome-Lib/graficon71nodi/grafo9202.71,164
Rome-Lib/graficon78nodi/grafo8413.78,167
north/g.32.25.graphml,169
Rome-Lib/graficon68nodi/grafo6676.68,160
Rome-Lib/graficon61nodi/grafo4690.61,164
Rome-Lib/graficon79nodi/grafo9839.79,168
Rome-Lib/graficon67nodi/grafo5631.67,167
Rome-Lib/graficon84nodi/grafo6815.84,166
Rome-Lib/graficon89nodi/grafo8618.89,163
Rome-Lib/graficon71nodi/grafo8422.71,165
Rome-Lib/graficon87nodi/grafo8360.87,169
Rome-Lib/graficon64nodi/grafo9081.64,163
Rome-Lib/graficon67nodi/grafo5544.67,163
Rome-Lib/graficon69nodi/grafo5310.69,160
Rome-Lib/graficon64nodi/grafo9090.64,162
Rome-Lib/graficon65nodi/grafo4804.65,160
Rome-Lib/graficon75nodi/grafo9735.75,169
Rome-Lib/graficon78nodi/grafo4410.78,163
Rome-Lib/graficon84nodi/grafo6334.84,164
Rome-Lib/graficon72nodi/grafo9079.72,165
Rome-Lib/graficon65nodi/grafo9411.65,162
Rome-Lib/graficon67nodi/grafo9149.67,160
Rome-Lib/graficon42nodi/grafo6196.42,160
Rome-Lib/graficon79nodi/grafo9678.79,169
Rome-Lib/graficon76nodi/grafo8164.76,163
Rome-Lib/graficon83nodi/grafo6468.83,165
Rome-Lib/graficon87nodi/grafo8435.87,166
Rome-Lib/graficon63nodi/grafo9442.63,164
Rome-Lib/graficon62nodi/grafo4566.62,162
Rome-Lib/graficon63nodi/grafo4241.63,164
Rome-Lib/graficon76nodi/grafo5725.76,160
Rome-Lib/graficon78nodi/grafo8329.78,163
Rome-Lib/graficon66nodi/grafo4748.66,164
Rome-Lib/graficon64nodi/grafo9124.64,162
Rome-Lib/graficon79nodi/grafo6542.79,162
Rome-Lib/graficon76nodi/grafo4614.76,163
Rome-Lib/graficon82nodi/grafo9137.82,169
Rome-Lib/graficon92nodi/grafo8825.92,168
Rome-Lib/graficon78nodi/grafo8258.78,165
Rome-Lib/graficon71nodi/grafo8389.71,165
Rome-Lib/graficon89nodi/grafo8595.89,167
Rome-Lib/graficon68nodi/grafo7902.68,164
Rome-Lib/graficon69nodi/grafo7901.69,161
Rome-Lib/graficon93nodi/grafo10242.93,166
Rome-Lib/graficon75nodi/grafo5280.75,166
Rome-Lib/graficon85nodi/grafo9603.85,163
Rome-Lib/graficon81nodi/grafo9254.81,169
Rome-Lib/graficon65nodi/grafo9510.65,160
Rome-Lib/graficon70nodi/grafo8356.70,166
Rome-Lib/graficon80nodi/grafo5046.80,167
Rome-Lib/graficon72nodi/grafo7812.72,162
Rome-Lib/graficon78nodi/grafo6090.78,167
Rome-Lib/graficon57nodi/grafo7294.57,164
Rome-Lib/graficon70nodi/grafo7874.70,161
Rome-Lib/graficon80nodi/grafo9744.80,164
Rome-Lib/graficon66nodi/grafo9452.66,162
Rome-Lib/graficon45nodi/grafo5731.45,162
Rome-Lib/graficon51nodi/grafo4160.51,162
Rome-Lib/graficon53nodi/grafo3297.53,166
Rome-Lib/graficon68nodi/grafo4337.68,169
Rome-Lib/graficon59nodi/grafo6213.59,161
Rome-Lib/graficon62nodi/grafo3746.62,163
Rome-Lib/graficon68nodi/grafo1213.68,169
Rome-Lib/graficon70nodi/grafo4663.70,160
Total nodes in [170,180):
Rome-Lib/graficon82nodi/grafo8437.82,171
north/g.20.46.graphml,177
Rome-Lib/graficon80nodi/grafo4350.80,179
Rome-Lib/graficon59nodi/grafo3967.59,175
Rome-Lib/graficon74nodi/grafo6802.74,171
north/g.76.1.graphml,171
Rome-Lib/graficon63nodi/grafo4920.63,172
Rome-Lib/graficon92nodi/grafo8904.92,177
Rome-Lib/graficon77nodi/grafo4365.77,171
Rome-Lib/graficon47nodi/grafo3163.47,175
Rome-Lib/graficon61nodi/grafo6769.61,170
Rome-Lib/graficon86nodi/grafo9617.86,174
Rome-Lib/graficon66nodi/grafo5784.66,172
Rome-Lib/graficon64nodi/grafo9751.64,177
Rome-Lib/graficon71nodi/grafo4885.71,171
Rome-Lib/graficon81nodi/grafo4976.81,177
Rome-Lib/graficon79nodi/grafo8794.79,177
Rome-Lib/graficon80nodi/grafo9343.80,178
Rome-Lib/graficon82nodi/grafo6943.82,179
Rome-Lib/graficon61nodi/grafo9779.61,172
Rome-Lib/graficon77nodi/grafo9229.77,173
Rome-Lib/graficon62nodi/grafo7875.62,174
Rome-Lib/graficon72nodi/grafo8358.72,175
Rome-Lib/graficon73nodi/grafo4879.73,177
Rome-Lib/graficon76nodi/grafo4379.76,170
Rome-Lib/graficon85nodi/grafo8108.85,176
Rome-Lib/graficon75nodi/grafo9505.75,178
Rome-Lib/graficon78nodi/grafo5836.78,177
Rome-Lib/graficon97nodi/grafo10829.97,177
Rome-Lib/graficon70nodi/grafo8292.70,175
Rome-Lib/graficon71nodi/grafo4643.71,171
north/g.95.0.graphml,174
Rome-Lib/graficon94nodi/grafo6764.94,172
Rome-Lib/graficon66nodi/grafo9271.66,176
Rome-Lib/graficon52nodi/grafo4374.52,170
Rome-Lib/graficon60nodi/grafo5586.60,178
Rome-Lib/graficon92nodi/grafo9742.92,175
Rome-Lib/graficon71nodi/grafo8126.71,170
Rome-Lib/graficon96nodi/grafo10464.96,172
Rome-Lib/graficon87nodi/grafo8741.87,179
Rome-Lib/graficon80nodi/grafo8018.80,170
Rome-Lib/graficon57nodi/grafo4812.57,177
north/g.41.25.graphml,179
Rome-Lib/graficon80nodi/grafo6506.80,174
Rome-Lib/graficon55nodi/grafo3568.55,176
Rome-Lib/graficon72nodi/grafo8388.72,179
Rome-Lib/graficon71nodi/grafo9130.71,176
Rome-Lib/graficon98nodi/grafo10718.98,173
Rome-Lib/graficon63nodi/grafo4389.63,172
Rome-Lib/graficon64nodi/grafo4547.64,174
Rome-Lib/graficon80nodi/grafo9096.80,170
Rome-Lib/graficon77nodi/grafo5639.77,173
Rome-Lib/graficon92nodi/grafo10692.92,177
Rome-Lib/graficon66nodi/grafo5021.66,175
Rome-Lib/graficon75nodi/grafo4724.75,173
Rome-Lib/graficon65nodi/grafo4686.65,176
Rome-Lib/graficon96nodi/grafo8955.96,177
Rome-Lib/graficon80nodi/grafo7886.80,172
Rome-Lib/graficon66nodi/grafo9393.66,173
Rome-Lib/graficon58nodi/grafo5110.58,170
Rome-Lib/graficon47nodi/grafo7589.47,174
Rome-Lib/graficon64nodi/grafo5043.64,174
Rome-Lib/graficon95nodi/grafo10595.95,172
Rome-Lib/graficon87nodi/grafo8819.87,177
Rome-Lib/graficon80nodi/grafo5577.80,176
Rome-Lib/graficon73nodi/grafo8337.73,174
Rome-Lib/graficon98nodi/grafo11094.98,177
Rome-Lib/graficon83nodi/grafo9099.83,171
Rome-Lib/graficon74nodi/grafo8479.74,176
Rome-Lib/graficon73nodi/grafo8386.73,173
north/g.61.2.graphml,176
Rome-Lib/graficon91nodi/grafo8669.91,173
north/g.41.26.graphml,170
Rome-Lib/graficon65nodi/grafo9224.65,176
Rome-Lib/graficon66nodi/grafo9249.66,179
Rome-Lib/graficon68nodi/grafo4135.68,177
Rome-Lib/graficon74nodi/grafo9574.74,173
Rome-Lib/graficon76nodi/grafo7929.76,173
Rome-Lib/graficon93nodi/grafo11289.93,177
Rome-Lib/graficon81nodi/grafo4333.81,178
Rome-Lib/graficon76nodi/grafo7319.76,173
Rome-Lib/graficon64nodi/grafo4259.64,176
Rome-Lib/graficon67nodi/grafo9220.67,171
Rome-Lib/graficon93nodi/grafo10095.93,175
Rome-Lib/graficon52nodi/grafo6702.52,175
Rome-Lib/graficon87nodi/grafo8364.87,178
Rome-Lib/graficon80nodi/grafo6505.80,174
Rome-Lib/graficon73nodi/grafo8648.73,172
Rome-Lib/graficon45nodi/grafo7333.45,176
Rome-Lib/graficon86nodi/grafo9091.86,170
Rome-Lib/graficon99nodi/grafo10061.99,171
Rome-Lib/graficon53nodi/grafo4627.53,174
Rome-Lib/graficon95nodi/grafo10430.95,172
Rome-Lib/graficon77nodi/grafo4317.77,179
Rome-Lib/graficon96nodi/grafo10465.96,179
Rome-Lib/graficon69nodi/grafo7799.69,170
Rome-Lib/graficon78nodi/grafo9010.78,172
Rome-Lib/graficon60nodi/grafo6680.60,173
Rome-Lib/graficon63nodi/grafo5017.63,174
Rome-Lib/graficon62nodi/grafo9836.62,170
Rome-Lib/graficon75nodi/grafo4187.75,171
Rome-Lib/graficon78nodi/grafo9268.78,176
Rome-Lib/graficon51nodi/grafo3616.51,172
Rome-Lib/graficon100nodi/grafo9950.100,178
Rome-Lib/graficon86nodi/grafo9803.86,175
Rome-Lib/graficon69nodi/grafo5541.69,176
Rome-Lib/graficon56nodi/grafo3607.56,171
Rome-Lib/graficon50nodi/grafo6594.50,176
Rome-Lib/graficon52nodi/grafo3832.52,177
Rome-Lib/graficon63nodi/grafo9002.63,172
Rome-Lib/graficon82nodi/grafo9319.82,174
Rome-Lib/graficon88nodi/grafo8060.88,171
Rome-Lib/graficon83nodi/grafo9483.83,170
Rome-Lib/graficon63nodi/grafo9058.63,171
Rome-Lib/graficon68nodi/grafo9260.68,174
Rome-Lib/graficon79nodi/grafo9722.79,170
Rome-Lib/graficon76nodi/grafo8374.76,173
Rome-Lib/graficon65nodi/grafo9624.65,171
Rome-Lib/graficon86nodi/grafo8296.86,178
Rome-Lib/graficon72nodi/grafo9262.72,173
Rome-Lib/graficon61nodi/grafo5740.61,170
Rome-Lib/graficon78nodi/grafo9762.78,174
Rome-Lib/graficon74nodi/grafo8623.74,176
Rome-Lib/graficon47nodi/grafo1979.47,170
Rome-Lib/graficon60nodi/grafo5728.60,173
Rome-Lib/graficon75nodi/grafo9782.75,171
Rome-Lib/graficon69nodi/grafo9642.69,173
Rome-Lib/graficon78nodi/grafo4324.78,175
Rome-Lib/graficon69nodi/grafo8147.69,179
Rome-Lib/graficon74nodi/grafo7825.74,171
Rome-Lib/graficon89nodi/grafo8503.89,171
Rome-Lib/graficon73nodi/grafo9796.73,172
Rome-Lib/graficon76nodi/grafo6083.76,172
Rome-Lib/graficon72nodi/grafo4807.72,171
Rome-Lib/graficon75nodi/grafo8939.75,174
Rome-Lib/graficon95nodi/grafo10597.95,178
Rome-Lib/graficon65nodi/grafo4818.65,172
Rome-Lib/graficon56nodi/grafo7179.56,178
Rome-Lib/graficon77nodi/grafo4511.77,174
Rome-Lib/graficon75nodi/grafo4156.75,176
Rome-Lib/graficon90nodi/grafo8186.90,174
Rome-Lib/graficon65nodi/grafo5115.65,176
Rome-Lib/graficon77nodi/grafo4555.77,171
Rome-Lib/graficon77nodi/grafo7931.77,178
Rome-Lib/graficon67nodi/grafo9495.67,177
Rome-Lib/graficon97nodi/grafo10253.97,174
Rome-Lib/graficon87nodi/grafo7861.87,172
Rome-Lib/graficon74nodi/grafo8231.74,170
Rome-Lib/graficon99nodi/grafo10324.99,179
Rome-Lib/graficon79nodi/grafo6640.79,176
Rome-Lib/graficon65nodi/grafo9223.65,172
Rome-Lib/graficon71nodi/grafo7968.71,173
Rome-Lib/graficon66nodi/grafo9386.66,173
Rome-Lib/graficon74nodi/grafo5690.74,177
Rome-Lib/graficon75nodi/grafo4449.75,177
Rome-Lib/graficon75nodi/grafo5594.75,174
Rome-Lib/graficon87nodi/grafo9026.87,170
Rome-Lib/graficon77nodi/grafo4855.77,177
Rome-Lib/graficon84nodi/grafo9013.84,174
Rome-Lib/graficon67nodi/grafo9083.67,177
Rome-Lib/graficon69nodi/grafo6967.69,175
Rome-Lib/graficon91nodi/grafo7083.91,176
Rome-Lib/graficon84nodi/grafo7788.84,170
Rome-Lib/graficon59nodi/grafo4808.59,174
Rome-Lib/graficon64nodi/grafo9516.64,172
Rome-Lib/graficon67nodi/grafo6558.67,173
Rome-Lib/graficon80nodi/grafo5132.80,171
Rome-Lib/graficon86nodi/grafo9806.86,175
Rome-Lib/graficon70nodi/grafo8230.70,178
Rome-Lib/graficon81nodi/grafo8255.81,178
Rome-Lib/graficon95nodi/grafo3741.95,173
Rome-Lib/graficon66nodi/grafo9370.66,178
Rome-Lib/graficon53nodi/grafo7066.53,174
Rome-Lib/graficon68nodi/grafo9640.68,172
Rome-Lib/graficon73nodi/grafo8241.73,170
Rome-Lib/graficon56nodi/grafo3632.56,176
Rome-Lib/graficon71nodi/grafo9539.71,172
Rome-Lib/graficon70nodi/grafo5188.70,174
Rome-Lib/graficon74nodi/grafo9418.74,178
Rome-Lib/graficon64nodi/grafo4606.64,179
Rome-Lib/graficon94nodi/grafo11228.94,176
Rome-Lib/graficon47nodi/grafo6828.47,177
Rome-Lib/graficon57nodi/grafo3409.57,170
Rome-Lib/graficon100nodi/grafo10679.100,173
Rome-Lib/graficon77nodi/grafo4158.77,177
Rome-Lib/graficon76nodi/grafo9798.76,173
Rome-Lib/graficon64nodi/grafo9496.64,177
Rome-Lib/graficon56nodi/grafo2411.56,173
Rome-Lib/graficon86nodi/grafo8684.86,175
Rome-Lib/graficon64nodi/grafo4182.64,178
Rome-Lib/graficon82nodi/grafo8419.82,178
Rome-Lib/graficon88nodi/grafo8940.88,170
Rome-Lib/graficon40nodi/grafo3986.40,173
Rome-Lib/graficon72nodi/grafo8181.72,175
Rome-Lib/graficon75nodi/grafo8099.75,172
Rome-Lib/graficon79nodi/grafo9522.79,178
Rome-Lib/graficon92nodi/grafo10824.92,172
Rome-Lib/graficon95nodi/grafo8331.95,178
Rome-Lib/graficon84nodi/grafo8092.84,178
Rome-Lib/graficon63nodi/grafo8183.63,179
Total nodes in [180,190):
Rome-Lib/graficon72nodi/grafo7833.72,180
Rome-Lib/graficon91nodi/grafo8831.91,187
north/g.56.4.graphml,189
Rome-Lib/graficon84nodi/grafo9730.84,185
Rome-Lib/graficon70nodi/grafo9300.70,180
Rome-Lib/graficon75nodi/grafo6005.75,183
Rome-Lib/graficon92nodi/grafo8879.92,180
Rome-Lib/graficon83nodi/grafo8077.83,181
Rome-Lib/graficon81nodi/grafo8167.81,187
Rome-Lib/graficon82nodi/grafo8288.82,180
Rome-Lib/graficon60nodi/grafo5053.60,184
north/g.42.20.graphml,181
Rome-Lib/graficon78nodi/grafo4234.78,180
north/g.30.17.graphml,184
Rome-Lib/graficon94nodi/grafo10471.94,188
Rome-Lib/graficon91nodi/grafo8915.91,187
Rome-Lib/graficon64nodi/grafo9120.64,183
Rome-Lib/graficon74nodi/grafo9737.74,185
Rome-Lib/graficon97nodi/grafo8970.97,189
Rome-Lib/graficon86nodi/grafo9285.86,182
Rome-Lib/graficon58nodi/grafo7649.58,183
Rome-Lib/graficon65nodi/grafo9543.65,185
Rome-Lib/graficon78nodi/grafo6425.78,185
Rome-Lib/graficon97nodi/grafo11535.97,184
Rome-Lib/graficon97nodi/grafo3983.97,184
Rome-Lib/graficon73nodi/grafo8656.73,181
north/g.85.3.graphml,183
north/g.79.3.graphml,182
Rome-Lib/graficon98nodi/grafo10656.98,185
Rome-Lib/graficon88nodi/grafo8873.88,188
Rome-Lib/graficon60nodi/grafo8933.60,180
Rome-Lib/graficon99nodi/grafo10701.99,188
Rome-Lib/graficon76nodi/grafo8013.76,189
Rome-Lib/graficon84nodi/grafo8556.84,187
Rome-Lib/graficon70nodi/grafo9074.70,180
Rome-Lib/graficon96nodi/grafo10111.96,189
Rome-Lib/graficon55nodi/grafo3541.55,182
Rome-Lib/graficon72nodi/grafo9819.72,188
Rome-Lib/graficon84nodi/grafo8594.84,189
Rome-Lib/graficon72nodi/grafo8259.72,184
Rome-Lib/graficon78nodi/grafo4184.78,181
north/g.40.22.graphml,183
Rome-Lib/graficon80nodi/grafo8075.80,186
Rome-Lib/graficon63nodi/grafo9014.63,180
Rome-Lib/graficon92nodi/grafo11192.92,182
Rome-Lib/graficon82nodi/grafo8088.82,183
Rome-Lib/graficon93nodi/grafo10407.93,188
Rome-Lib/graficon75nodi/grafo7937.75,186
Rome-Lib/graficon56nodi/grafo3122.56,189
Rome-Lib/graficon88nodi/grafo8579.88,188
Rome-Lib/graficon93nodi/grafo8030.93,185
Rome-Lib/graficon90nodi/grafo8557.90,184
Rome-Lib/graficon73nodi/grafo9591.73,188
Rome-Lib/graficon76nodi/grafo7903.76,180
Rome-Lib/graficon67nodi/grafo1553.67,188
Rome-Lib/graficon78nodi/grafo9210.78,186
Rome-Lib/graficon94nodi/grafo10775.94,186
Rome-Lib/graficon69nodi/grafo9684.69,185
Rome-Lib/graficon79nodi/grafo5956.79,187
Rome-Lib/graficon84nodi/grafo6617.84,189
Rome-Lib/graficon74nodi/grafo9072.74,185
Rome-Lib/graficon97nodi/grafo3308.97,189
Rome-Lib/graficon89nodi/grafo8686.89,180
Rome-Lib/graficon54nodi/grafo3531.54,180
Rome-Lib/graficon80nodi/grafo5870.80,185
Rome-Lib/graficon95nodi/grafo10481.95,185
Rome-Lib/graficon59nodi/grafo3523.59,183
Rome-Lib/graficon72nodi/grafo4758.72,188
Rome-Lib/graficon81nodi/grafo6538.81,188
Rome-Lib/graficon77nodi/grafo8972.77,186
Rome-Lib/graficon94nodi/grafo10643.94,187
Rome-Lib/graficon84nodi/grafo9531.84,180
Rome-Lib/graficon59nodi/grafo5396.59,181
Rome-Lib/graficon73nodi/grafo4800.73,189
Rome-Lib/graficon74nodi/grafo6436.74,183
Rome-Lib/graficon75nodi/grafo4640.75,184
Rome-Lib/graficon84nodi/grafo6520.84,187
Rome-Lib/graficon52nodi/grafo3364.52,180
Rome-Lib/graficon87nodi/grafo7132.87,186
Rome-Lib/graficon72nodi/grafo4525.72,185
Rome-Lib/graficon93nodi/grafo10816.93,189
Rome-Lib/graficon61nodi/grafo4173.61,183
Rome-Lib/graficon79nodi/grafo4594.79,182
Rome-Lib/graficon93nodi/grafo11246.93,189
Rome-Lib/graficon56nodi/grafo4400.56,180
Rome-Lib/graficon68nodi/grafo9462.68,184
Rome-Lib/graficon60nodi/grafo8874.60,184
Rome-Lib/graficon73nodi/grafo4406.73,186
Rome-Lib/graficon79nodi/grafo7580.79,188
Rome-Lib/graficon74nodi/grafo9625.74,185
Rome-Lib/graficon86nodi/grafo9776.86,188
Rome-Lib/graficon80nodi/grafo4439.80,188
Rome-Lib/graficon75nodi/grafo4903.75,186
Rome-Lib/graficon58nodi/grafo7648.58,183
Rome-Lib/graficon100nodi/grafo8797.100,185
Rome-Lib/graficon71nodi/grafo7787.71,189
Rome-Lib/graficon77nodi/grafo5411.77,183
Rome-Lib/graficon68nodi/grafo9032.68,188
Rome-Lib/graficon79nodi/grafo6351.79,184
Rome-Lib/graficon90nodi/grafo8745.90,184
Rome-Lib/graficon91nodi/grafo9863.91,188
Rome-Lib/graficon43nodi/grafo6317.43,183
Rome-Lib/graficon92nodi/grafo11367.92,185
Rome-Lib/graficon84nodi/grafo7120.84,188
Rome-Lib/graficon94nodi/grafo11175.94,185
Rome-Lib/graficon94nodi/grafo11108.94,186
Rome-Lib/graficon74nodi/grafo4193.74,187
Rome-Lib/graficon66nodi/grafo8984.66,182
Rome-Lib/graficon68nodi/grafo8605.68,181
Rome-Lib/graficon75nodi/grafo8466.75,189
Rome-Lib/graficon65nodi/grafo9097.65,180
Rome-Lib/graficon89nodi/grafo8368.89,185
Rome-Lib/graficon87nodi/grafo6482.87,182
Rome-Lib/graficon74nodi/grafo4310.74,188
Rome-Lib/graficon77nodi/grafo5171.77,184
Rome-Lib/graficon49nodi/grafo6603.49,188
Rome-Lib/graficon97nodi/grafo10951.97,183
Rome-Lib/graficon68nodi/grafo9677.68,186
Rome-Lib/graficon73nodi/grafo8251.73,183
Rome-Lib/graficon82nodi/grafo4607.82,187
Rome-Lib/graficon77nodi/grafo4742.77,183
Rome-Lib/graficon86nodi/grafo8576.86,189
Rome-Lib/graficon79nodi/grafo8119.79,183
